Filename,Image_URL,First_Label,Mean_pixel_intensity,Std_pixel_intensity,Entropy,Edge_Density
0045bd98-26c5-4bda-b718-8b7ec672f7d6.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,61.72,82.42,4.93,13.0993
004dd801-1100-4d89-985d-ef65a22eabab.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,124.61,88.12,4.81,11.5455
005a7126-fce8-4bed-be23-d219d300c802.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,68.8,84.56,5.15,12.5136
005ae91b-8de3-488f-9429-bc3561a4e74b.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,81.3,82.21,6.06,16.7328
005b6ab6-55f3-426a-a25c-4588182d5c62.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,90.6,68.51,5.34,12.021
005e1f97-a264-4abc-9471-420e144946aa.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,110.18,77.43,5.32,11.6503
00745f1c-727e-4af8-b822-53db70b42b16.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,108.83,95.49,5.27,13.8759
0076e21b-81ce-43fd-abd0-a52224ef1fa4.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,121.19,90.57,5.32,13.8814
00a03a9d-f709-4516-8a50-7d39c8329d37.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,67.23,81.7,5.18,13.0904
00a59d3a-8d10-4e10-b5ce-1373a4e89189.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,75.48,79.12,5.95,15.5026
00a65316-a8c6-46d3-af53-4fdf234d2fcf.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,77.39,95.71,4.77,13.0374
00a89d56-bb82-429f-95c4-6f1e661629f5.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,74.2,81.21,5.49,13.5281
00a8b416-a0cf-4aa5-bad2-97086a8da059.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,82.32,95.97,5.1,15.5159
00bdae8e-7fb7-4dc1-b7aa-7c45d9c46457.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,48.02,60.53,4.88,11.1661
00be34e4-c61c-45a8-8ee8-48e29a8adce0.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,57.11,76.2,4.76,11.5315
00ddce1c-fd19-4925-9fa6-addc480a012c.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,89.55,90.8,5.62,14.7407
00e1264f-15c3-43f9-9f13-4865e1ec34e0.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,47.42,57.88,4.65,9.0407
00eae021-81e5-4fd2-8daa-f16da1feb99a.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,44.6,58.94,4.78,10.7781
00f17d34-5e30-44a2-ad3e-296a70f76ba5.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,62.62,72.13,5.25,11.7274
011a21b2-b517-4fb8-a4f0-bccd82cfe751.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,72.51,81.86,5.58,13.6504
0123733a-36a6-498c-b310-9366879b874e.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,67.06,81.27,5.13,12.785
01259f4a-2b71-4571-b6de-026d7827292f.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,75.36,72.6,5.97,13.9049
012668ba-51a4-41d2-9755-caade71cd418.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,81.33,86.15,5.39,11.9788
01374975-6a60-421f-828c-0dffa8c5b2bf.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,70.78,85.98,5.14,11.8099
01390eb0-c807-4b86-97fa-ba8e6d7d374e.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,75.98,69.37,4.93,10.3123
013c7086-9972-4193-8544-31c9fbb49072.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,69.37,85.85,5.02,11.9197
016598ae-e1b8-48b1-bee7-1dc3f8a9b1a3.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,67.89,71.09,5.41,11.3654
016ba251-27e0-450b-86b5-8150e569733f.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,45.95,60.87,4.98,11.7196
01710764-48ce-4a51-b414-fe00276d030d.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,71.97,81.24,5.24,13.1622
0172fd2e-d02f-464f-9604-767f9746ac2b.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,49.26,62.49,4.84,10.2432
01735de6-cb5c-4ef0-83c0-2627e3373807.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,116.43,82.17,5.06,11.9178
0178db90-37e1-407d-9b54-5a5b14c1a0d2.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,47.79,48.59,4.93,8.2278
0180944c-ab18-4b1b-9d21-cd9858ab1b0c.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,78.06,46.66,5.1,7.9076
018bbc21-7957-4714-9466-9f96430249c7.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,98.15,67.01,5.29,13.0081
018c66c5-15cb-4c2b-9287-a65a54c6d730.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,74.46,87.89,5.42,15.209
019ecdfd-d78a-48a7-a357-5731ee2eef9d.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,81.03,95.49,4.85,13.6348
01a03d9c-e53b-4ee8-b9e7-9ff29c9cf9df.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,50.42,63.45,4.99,10.6125
01a11e05-c531-4863-a439-a389e92aa884.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,70.82,74.37,5.99,15.7441
01a93e34-f575-430a-a996-07e4d022c9af.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,82.46,67.17,5.27,10.9806
01ade45d-d8a8-4feb-977f-fca9e709dff6.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,87.28,81.0,5.29,9.5739
01b01821-b4ec-47d6-b777-8d5b6d9a9b65.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,82.41,97.91,4.92,14.573
01b21924-b59d-4c92-a9a5-661bdc77f02c.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,65.84,80.84,5.2,12.8733
01b4608f-24d9-4157-beb4-6e6f14a526e5.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,82.23,94.83,5.21,16.7148
01bb5650-386e-4bdd-854e-54e12030a3c0.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,61.44,75.29,4.83,10.6555
01bba0b2-4d28-4226-8304-2fe84e7cdbfd.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,109.16,71.98,5.28,12.3659
01da03e1-b508-459c-af16-80c8b1224ec1.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,126.9,85.23,4.39,9.9594
01da069d-5bcb-410d-a52e-3d0b2d9abceb.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,77.45,73.22,5.76,12.9948
01dc8d82-81d9-4344-a80e-cf981232df36.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,79.64,79.04,5.99,15.4769
01e9a853-dcaa-4f48-8f70-5db648c224ad.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,55.1,65.81,5.07,9.8875
01ea0876-2161-41f6-b265-e7a4abebc20a.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,76.78,83.25,5.63,13.9525
01fa0770-8d65-4f51-ad2e-686468695fc9.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,71.24,80.17,5.78,15.2492
0202abd2-5394-427d-b983-21b12334ea9c.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,111.44,88.22,4.78,13.1536
02109330-e96e-4016-a556-27507cec0061.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,58.31,64.57,5.16,11.5037
021dd796-6635-4205-a118-766dc885aa87.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,65.96,82.33,4.86,10.9058
022363f0-bfba-4d26-9159-2f1d16f37237.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,86.36,85.11,6.03,15.6015
0223eeeb-c867-44d3-9b71-de40434dfb37.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,40.81,53.08,4.67,11.2098
022a4630-6ecd-44d1-8410-6877d7a7323a.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,68.43,72.45,5.4,13.3691
02431e18-6e04-43fa-b9c7-be977f5419b0.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,66.8,72.59,5.6,12.7975
02446b5a-b941-4b87-912f-0db4202af056.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,73.99,83.29,5.65,14.9616
024d598b-43e7-40f2-95ee-39d604614a24.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,81.1,93.94,5.26,15.01
026642d0-e473-47f3-87b8-050e59928287.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,73.72,81.36,5.52,12.8395
026c8407-3d6f-41c9-be9c-e99a068ac672.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,51.91,56.44,5.17,9.5917
026ec250-b996-42d8-a3de-854fb3a33a14.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,65.88,82.5,4.9,12.3185
02747683-ad34-4603-9466-05899671f417.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,56.53,62.78,4.98,10.8409
027926bf-6c4c-43f5-a57d-2a72b3ebc775.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,125.1,83.01,4.93,12.8094
028082b1-c7b1-4c96-808b-60f7ebda1747.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,35.07,46.18,4.52,8.7469
028793b8-9b6f-413d-81ea-5ebe697024a8.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,81.23,59.69,4.67,8.0887
028a9eb5-c5e0-46a6-b892-307bd0c2952b.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,82.56,84.7,6.05,16.8113
028b33c6-272f-4a78-a0ec-b4fe32664ec4.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,60.81,67.81,5.47,11.8635
029036ea-ad09-4a2a-ae39-2278a7a429d3.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,62.69,82.13,4.76,10.9204
02a08a42-012f-4cff-9a4e-1b51c551fbcb.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,59.04,75.1,4.99,12.4799
02ab2e1e-766c-4c5f-ba06-102e2957f898.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,59.54,74.83,5.05,14.0156
02addcbc-619b-4a93-bca0-fb21e0ab7066.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,56.13,67.7,4.83,10.6079
02af3c46-74fe-45c5-87c7-5dccceb6e55e.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,46.79,49.42,4.74,8.3056
02b2964f-359a-4f2d-8694-57f4287e23ef.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,45.21,60.46,4.51,12.8703
02b2f082-25d8-4329-843a-3babaa4088f1.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,60.58,73.57,5.3,13.5877
02b91f85-1d4d-4478-aca3-20104dc7acee.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,54.97,63.56,5.27,10.3558
02b93d2a-f1dd-48ea-9cb6-1315468de413.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,90.79,94.33,4.86,14.6134
02da1333-4c80-401c-81d4-1fc33f79a0d0.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,44.37,57.97,4.85,10.5498
02e5bc81-1ae6-4abd-b32a-90be0d94dcf2.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,65.07,81.33,4.98,11.9214
02eeae69-904c-49d3-a2d3-fb5d0efe9a01.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,44.71,42.56,4.47,6.4926
02f04a0c-fd24-4562-b1a6-647312898f1d.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,69.82,81.4,5.32,12.7935
02f8f884-6c25-4762-9d6f-9e6cc8804abd.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,81.34,82.58,6.04,15.2514
03083f3e-68f5-4c94-a59c-6fe77e0ac00c.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,92.44,77.87,5.03,12.0041
0312a1e5-0ea9-46c2-91fe-cdc2021ad8f0.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,72.11,80.86,5.34,14.3135
031ea6f4-47b8-485c-a469-1822ff31a185.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,84.95,55.93,4.73,7.5722
03415644-104e-49fc-b157-27f4c18658cd.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,78.22,82.26,5.58,13.3269
034ca06f-bab6-4266-bd26-dc6f4f34fd72.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,90.13,90.24,5.25,13.7799
03587048-4287-4e30-b47e-f97c1040ce0f.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,80.51,68.99,5.48,11.1813
035b608d-e490-4473-bb7d-41f4e0e346a9.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,73.59,93.97,5.03,15.7569
035f9b06-6708-4ea3-83ed-0835e3230a11.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,67.42,60.07,5.64,10.3286
0369c9a5-a65d-4d37-8c2d-aa5b7c448c79.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,29.44,35.77,4.51,7.838
03738160-68eb-482e-98f7-ece3688e7172.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,59.53,62.06,5.29,11.4321
03752fbb-d60d-416c-a1d7-4ebbfd816d2b.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,69.48,85.59,5.23,13.2801
03798c68-5e02-441d-a7f3-1fc7b4730022.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,59.84,71.81,5.09,11.9834
037d7638-5d89-46da-9886-a016ea28516d.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,114.25,69.67,5.2,11.2502
03874747-4fac-479f-982f-5ddecfff4547.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,67.77,67.28,5.65,10.1528
03887388-b9a0-4a56-b773-2d586b3131cf.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,83.53,83.23,5.27,15.3371
038c3127-2f17-4863-8d26-bfac7bdd7e0b.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,67.57,80.85,4.58,8.1737
0394484e-652d-4f5d-8f1d-648b22c1dbf4.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,43.15,53.21,4.5,8.2509
039460ac-312a-4800-a90e-60a986851e0e.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,83.28,82.34,4.92,11.7579
03a03617-ec75-4356-a240-593c11cf977e.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,72.46,83.16,5.32,13.2404
03a60348-f417-4cc2-a100-ff908ea7a043.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,58.48,58.87,5.39,9.9348
03b0efc6-0913-426c-ab25-e2c9740e5623.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,37.81,51.81,4.47,9.4633
03b2576d-7488-4c17-8097-6e63e187c2e9.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,51.15,66.45,4.93,10.7716
03b750ae-245e-4d98-8859-b5c90faac1ce.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,110.34,71.19,5.32,10.5002
03b8625a-2a5d-4c24-b7c3-e7cde52b3478.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,106.8,83.85,5.14,13.7779
03ba4d93-cffa-4fa6-afd5-c215eb96ccce.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,45.23,41.38,4.66,6.832
03bc393f-58a0-42bb-be9b-7d039585bcb6.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,64.22,80.55,4.97,12.2774
03bdf2f9-e51e-4592-a8b0-f8e715995515.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,62.66,73.16,5.29,12.5321
03c09321-a6be-4f1b-be82-6451fe4dca2d.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,69.54,82.23,5.1,12.3516
03c6d02c-3009-4548-a66e-e662316484f7.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,66.94,80.12,5.18,12.3192
03cc3288-5659-42aa-bf39-94d484502bca.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,71.56,81.81,5.27,12.9214
03d1b8f8-12c8-4814-97a9-fcfc505fbed5.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,64.36,81.14,4.71,10.5307
03d35b15-6196-4d32-afad-15fd3789659b.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,99.15,93.8,5.39,15.1817
03d83273-7988-4f5c-a1cd-6057d3d3f6b8.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,68.22,76.49,5.28,12.777
03e3cccc-3b5e-4755-abcf-13c97c63dcf1.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,56.65,69.75,5.02,11.8642
03e5c2db-27d6-4e6e-a4a8-8838b7207bb9.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,52.77,61.46,5.15,10.3488
03eb2af1-2d60-4f6c-b04b-be4c6d930453.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,68.48,84.17,5.17,12.7317
03ec9627-35d5-441a-8223-5f9bc373d951.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,52.39,62.96,4.72,9.1417
03efcbf1-fff2-48b9-b210-cedacbcb36b3.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,77.9,90.9,5.23,15.276
03f750a9-4abe-4932-bce7-9ba0b5dd6c9c.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,74.15,96.61,4.59,14.2321
03f8a1f4-3a6d-4679-b05f-c3f64dba1592.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,66.4,81.78,5.13,12.468
04084493-d95a-4ed1-bd97-761fbf2df584.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,77.34,79.14,5.94,15.4277
0412278a-5b6a-42ce-973a-1843d7673411.jpg,https://drive.google.com/uc?export=view&id=1bVyE2HB-qyfGle-q9dF24q5EGlukHTKA,MildDemented,54.96,72.77,5.1,14.9331
