Filename,Label,mean_pixel_intensity,std_pixel_intensity,entropy,edge_density,center_brightness,is_augmented,Image URL
Mild_D_00028,MildDemented,44.61587524,58.90467764,2.729272314,0.072692871,93.76348877,FALSE,https://drive.google.com/uc?export=view&id=1Uh0-A-eLJOakyJKFKM9Xeqvg65yqc_5e
Mild_D_00029,MildDemented,62.62483215,72.09285902,2.991310054,0.079391479,126.8025513,FALSE,https://drive.google.com/uc?export=view&id=1TvhAje1gK5csk7mjk6is_hPELfQpoogq
Mild_D_00030,MildDemented,72.510849,81.82551249,3.154900436,0.078994751,139.5119019,FALSE,https://drive.google.com/uc?export=view&id=1_BkKlJuWzNHt1bVPOnaZ-HNew_bCgOjs
Mild_D_00031,MildDemented,67.06477356,81.22832287,2.823545997,0.07434082,152.2821045,FALSE,https://drive.google.com/uc?export=view&id=1BS1mHIXF6YbFZUA_yXNqApIBjoInJKt9
Mild_D_00032,MildDemented,75.37438965,72.52230744,3.515435904,0.082565308,126.8101807,FALSE,https://drive.google.com/uc?export=view&id=1UKbaaG94LmeqRS4aYnWF3222ovIonwKK
Mild_D_00033,MildDemented,81.3285675,86.12836599,2.937985924,0.071716309,162.8690796,FALSE,https://drive.google.com/uc?export=view&id=1IvUoZtzdSNHSREeBgI2KXEHnBVexmtIQ
Mild_D_00034,MildDemented,70.78492737,85.92837199,2.851850074,0.07460022,159.6327515,FALSE,https://drive.google.com/uc?export=view&id=1FFNzjYiR9-3QTy_a0bTgNjf3QzZlGQHe
Mild_D_00035,MildDemented,75.97370911,69.34721846,2.682747465,0.065444946,136.382019,FALSE,https://drive.google.com/uc?export=view&id=1wOs2-ydFrvUqsWCAQmC8PmGCpyk6Snua
Mild_D_00036,MildDemented,69.38456726,85.80786945,2.777463275,0.070892334,162.8343506,FALSE,https://drive.google.com/uc?export=view&id=1ujIG8cyForEvXe58h8WQSdPo-AqEfwKF
Mild_D_00037,MildDemented,67.90419006,71.05783363,3.157038422,0.076202393,131.4765015,FALSE,https://drive.google.com/uc?export=view&id=1w8ohnKFYfEbE-8kTdHpEDrusJvgtXxNq
Mild_D_00038,MildDemented,45.96347046,60.81255301,2.829767774,0.081771851,95.01409912,FALSE,https://drive.google.com/uc?export=view&id=1p8lTK8aIxyJ1CJeRezPW_sAuo_yL1jAL
Mild_D_00039,MildDemented,71.98464966,81.20259158,3.004737638,0.08480835,139.9856567,FALSE,https://drive.google.com/uc?export=view&id=1QIuFYElkOPOoISZsdXHeHQdGQ3_D4QTO
Mild_D_00040,MildDemented,49.26379395,62.4541875,2.729757406,0.070465088,101.6207275,FALSE,https://drive.google.com/uc?export=view&id=1rsFXF5QCZhvNOjZRztEkZ2MVgk0PZFiS
Mild_D_00041,MildDemented,116.4184875,82.12456732,2.801099789,0.077056885,189.4983521,FALSE,https://drive.google.com/uc?export=view&id=1IJ3N3YyWL3WAY-fj0SpC4ejZHqKd0G-6
Mild_D_00042,MildDemented,47.78851318,48.56980494,2.826738615,0.048950195,89.06317139,FALSE,https://drive.google.com/uc?export=view&id=1mOMZq4znreZwXingf2v9pWMC7PhpLHZZ
Mild_D_00043,MildDemented,78.06459045,46.6411281,2.943020199,0.041183472,118.0586548,FALSE,https://drive.google.com/uc?export=view&id=12TAVKogpFY88bdU_aJYsX5YAs08_Q4qF
Mild_D_00044,MildDemented,98.14839172,66.9416906,3.038150025,0.088348389,152.4508057,FALSE,https://drive.google.com/uc?export=view&id=1OEp8mmXTEs4aiMrzBtJd_H70vVS7bXi8
Mild_D_00045,MildDemented,74.46388245,87.82990129,3.061178614,0.090393066,157.2710571,FALSE,https://drive.google.com/uc?export=view&id=1gFsldeR647_1IKY3plbXRGy89FZHfaye
Mild_D_00046,MildDemented,81.02160645,95.43140695,2.577484789,0.074142456,190.8655396,FALSE,https://drive.google.com/uc?export=view&id=1_rhE32P3AnUapygORub3PfAlJAWXNZeb
Mild_D_00047,MildDemented,50.42944336,63.40661335,2.808109662,0.074676514,107.6442261,FALSE,https://drive.google.com/uc?export=view&id=1pQYJ9N1fLwBdQNdFhBm29W5JmNhhRYUP
Mild_D_00048,MildDemented,70.82550049,74.31452583,3.521202601,0.091094971,113.5806274,FALSE,https://drive.google.com/uc?export=view&id=11QBVXp2JvD7A_p-uyiUwYstaGVZnEVAv
Mild_D_00049,MildDemented,82.45576477,67.13976408,2.964560671,0.072845459,141.0322266,FALSE,https://drive.google.com/uc?export=view&id=1npAElAmZxLPBBw9IaBPm9A5VwhwS928X
Mild_D_00050,MildDemented,87.27732849,80.98901486,2.931154413,0.058731079,179.7676392,FALSE,https://drive.google.com/uc?export=view&id=189qmnTnrnWoXP4P-EcZcTKeVBOk9VLZD
Mild_D_00051,MildDemented,82.40509033,97.84062888,2.686815638,0.085494995,174.6693726,FALSE,https://drive.google.com/uc?export=view&id=1Vs1dhW48_qwTecxxDZaDaQnYrSmiuFKD
Mild_D_00052,MildDemented,65.85215759,80.77788037,2.864650091,0.081008911,134.6252441,FALSE,https://drive.google.com/uc?export=view&id=1FkLhFhNnSyJeJhdSTckBjAEOuX8l9bn_
Mild_D_00053,MildDemented,82.22927856,94.74579612,2.955379749,0.096496582,156.1763916,FALSE,https://drive.google.com/uc?export=view&id=1qXKIc162efhFTWqpn1u5F6hC3_L1v4Im
Mild_D_00054,MildDemented,61.44297791,75.24838498,2.672695458,0.070846558,140.0847168,FALSE,https://drive.google.com/uc?export=view&id=16UBi_FnDTBXyC-dJk6O4LJZxdLSftdl9
Mild_D_00055,MildDemented,109.1545715,71.9367239,2.947511751,0.077087402,161.9732056,FALSE,https://drive.google.com/uc?export=view&id=1_gK0dfvzjv12NBGkA3Z0dpJveB6bMNa3
Mild_D_00056,MildDemented,126.8794861,85.16000603,2.295151591,0.072372437,218.5803833,FALSE,https://drive.google.com/uc?export=view&id=10H6e_NkWs4npKgcdDiSCm3KFPUO5rzwB
Mild_D_00057,MildDemented,77.44854736,73.19858707,3.298509651,0.078033447,132.8286133,FALSE,https://drive.google.com/uc?export=view&id=1AVwGLmAaKEgm_MffZeh43GDuuV4Kr0l3
Mild_D_00058,MildDemented,79.64137268,78.98316855,3.54053576,0.098419189,138.0648193,FALSE,https://drive.google.com/uc?export=view&id=1Fg4ZLiWPIV47ShXC50CxAnvV4uiW1WnM
Mild_D_00059,MildDemented,55.10993958,65.78907118,2.817680057,0.06451416,125.8002319,FALSE,https://drive.google.com/uc?export=view&id=1A96_nXxnjiMCI471SV4AUh9uWfe_dupo
Mild_D_00060,MildDemented,76.78623962,83.21325775,3.24320584,0.079788208,162.3220825,FALSE,https://drive.google.com/uc?export=view&id=1z2AplukhYhngUN05PKDUW6g56-UUiXdO
Mild_D_00061,MildDemented,71.2456665,80.12734413,3.330959221,0.090621948,126.3389893,FALSE,https://drive.google.com/uc?export=view&id=1ky3ZrSy8yc6184faiXPBL1NtS2dRbRmK
Mild_D_00062,MildDemented,111.411377,88.1172638,2.595024595,0.082550049,195.3734741,FALSE,https://drive.google.com/uc?export=view&id=10KtgKznQeemhvBNKYC9ekechVdp9Yai6
Mild_D_00063,MildDemented,58.31028748,64.52542693,2.96279214,0.081314087,113.416748,FALSE,https://drive.google.com/uc?export=view&id=1hX8ktNR6Z9A_OYHIhxGHShxZOvOA_NBO
Mild_D_00064,MildDemented,65.96122742,82.3050079,2.636025929,0.065185547,151.4797363,FALSE,https://drive.google.com/uc?export=view&id=1uaStW95uciPZnRK1muyCuL022mcTQT0F
Mild_D_00065,MildDemented,86.37286377,85.04959838,3.529750787,0.0962677,149.7071533,FALSE,https://drive.google.com/uc?export=view&id=1nrgVaJ6Uf29xrkALW-Vl-ds9C5O9TQeC
Mild_D_00066,MildDemented,40.84072876,53.00529533,2.774630048,0.085922241,80.74816895,FALSE,https://drive.google.com/uc?export=view&id=16VuoQGwQGzGG6l2IXsWHwqzK-Tsu89hn
Mild_D_00067,MildDemented,68.43447876,72.40512914,3.063885023,0.085021973,126.1784668,FALSE,https://drive.google.com/uc?export=view&id=1Uvrn3vfSfd0sXvIcX-IKV-MXdzKB3Mqf
Mild_D_00068,MildDemented,66.80300903,72.55509706,3.186293507,0.0809021,129.0435791,FALSE,https://drive.google.com/uc?export=view&id=1zCQxXUxevJKCZoxlw8QNUeuncbTkx1Kf
Mild_D_00069,MildDemented,74.00283813,83.23140103,3.210780407,0.08013916,146.213501,FALSE,https://drive.google.com/uc?export=view&id=1sKlvAzaCTA1uTnJEeg3dPml0Kq7UPZAc
Mild_D_00070,MildDemented,81.08747864,93.881245,2.903025374,0.086837769,175.6707153,FALSE,https://drive.google.com/uc?export=view&id=1nJRczg6qsjW2CukX6fRTI2FA4dWqiUx1
Mild_D_00071,MildDemented,73.72789001,81.33168937,3.124850775,0.086456299,146.3323975,FALSE,https://drive.google.com/uc?export=view&id=10Osr1ZViJzOs6NOuE86X_h1IXFFAcKyW
Mild_D_00072,MildDemented,51.91200256,56.39409299,2.965563576,0.061172485,100.9100952,FALSE,https://drive.google.com/uc?export=view&id=1cI2wNogZnGDmBfhv7npFxCN7dmrsjCZA
Mild_D_00073,MildDemented,65.88597107,82.45855179,2.748164591,0.082138062,152.3317261,FALSE,https://drive.google.com/uc?export=view&id=1a9je6c4kJCmmuE5n730uHiuoAs_1s877
Mild_D_00074,MildDemented,56.52604675,62.75118611,2.810905649,0.071807861,111.0419312,FALSE,https://drive.google.com/uc?export=view&id=18qNvC8X7I8UJwK5r68_fCg2FK0tJkQJ7
Mild_D_00075,MildDemented,125.0707397,82.94421112,2.733029314,0.074920654,198.5577393,FALSE,https://drive.google.com/uc?export=view&id=13mdOqeb5FWygCPjiXuv32-qaT_sCjJ1M
Mild_D_00076,MildDemented,35.08398438,46.1350685,2.658178767,0.068588257,74.47064209,FALSE,https://drive.google.com/uc?export=view&id=1ncEhUnceP9NZBsINeq_LliviaXqRjR3L
Mild_D_00077,MildDemented,81.23455811,59.66838985,2.559439646,0.061630249,151.9594116,FALSE,https://drive.google.com/uc?export=view&id=12iqXPi6ubNFFZW9mTUP2Djm79bqTS8DY
Mild_D_00078,MildDemented,82.56732178,84.63363022,3.530261999,0.099105835,152.0635376,FALSE,https://drive.google.com/uc?export=view&id=1BHAFQ8Y3ofQzFydye-zUV6wTGt-3nGuO
Mild_D_00079,MildDemented,60.81437683,67.79043587,3.129731857,0.081787109,115.4794922,FALSE,https://drive.google.com/uc?export=view&id=1rOEIz-eNSaxMoRw9KnemksxHTaD_oqkK
Mild_D_00080,MildDemented,62.69932556,82.10016229,2.58045243,0.065734863,150.2838135,FALSE,https://drive.google.com/uc?export=view&id=1h_NPRod_LUziBjV7xsZA1DdJpWE0iFyz
Mild_D_00081,MildDemented,59.05809021,75.05168424,2.774887205,0.08026123,133.6953125,FALSE,https://drive.google.com/uc?export=view&id=1e60Shni_wVtSouNq3z5SCuTyylWmp8uD
Mild_D_00082,MildDemented,59.55677795,74.75871269,2.895360928,0.095016479,119.1627808,FALSE,https://drive.google.com/uc?export=view&id=1aYbruS6X3V7K4zS1fesoxA52D52SoVUs
Mild_D_00083,MildDemented,56.13513184,67.66595125,2.715113633,0.071487427,123.9260254,FALSE,https://drive.google.com/uc?export=view&id=1_1Qg-VbvAnJW06Xa3hWrPo5gAzDjPJlr
Mild_D_00084,MildDemented,46.79345703,49.39449097,2.657009511,0.05847168,88.32641602,FALSE,https://drive.google.com/uc?export=view&id=1za5l-xGV0Bm8Bn0T0L7MRV-njygHpYA8
Mild_D_00085,MildDemented,45.20838928,60.39104228,2.655803907,0.083618164,88.730896,FALSE,https://drive.google.com/uc?export=view&id=1WPK0QSSOyg_z_64iyK6qIODHeeqB3_At
Mild_D_00086,MildDemented,60.58694458,73.52115546,3.018964169,0.087097168,117.2744141,FALSE,https://drive.google.com/uc?export=view&id=1hcSzWZXA8-eURZtf6904C3NnDmtGbt3V
Mild_D_00087,MildDemented,54.97639465,63.53333741,2.989193533,0.066802979,112.3978271,FALSE,https://drive.google.com/uc?export=view&id=1CcXeoVrMNLhpA5HZxX9CXunk7_nAz8DQ
Mild_D_00088,MildDemented,90.76681519,94.25227045,2.637566549,0.082473755,185.4935913,FALSE,https://drive.google.com/uc?export=view&id=1VCCWHmWs91QoC-xLd5PYRQI5ufYepaYe
Mild_D_00089,MildDemented,44.37817383,57.94165358,2.838091124,0.064819336,79.91235352,FALSE,https://drive.google.com/uc?export=view&id=1S6KUHe2GOQ2K-iL2HU2f2EUTbi-NSO8m
Mild_D_00090,MildDemented,65.07614136,81.28682816,2.735014669,0.073104858,149.1332397,FALSE,https://drive.google.com/uc?export=view&id=1cCe2wG4My5u4WqByINeb2L8KBR8Qk-dl
Mild_D_00091,MildDemented,44.71009827,42.54039275,2.47184776,0.032348633,93.6675415,FALSE,https://drive.google.com/uc?export=view&id=1UQSh1d5Mc948uLsC8pRRcyH1YwX1Ry3I
Mild_D_00092,MildDemented,69.82189941,81.37582441,2.990290196,0.08039856,147.559082,FALSE,https://drive.google.com/uc?export=view&id=1uXrFpm6ujbW6rdis6xZCm-sQHfdSrAAz
Mild_D_00093,MildDemented,81.34976196,82.52705992,3.481565946,0.084121704,138.6461792,FALSE,https://drive.google.com/uc?export=view&id=1vkCAXuOrG3r7swVn-dUsBfeGdaXhoexM
Mild_D_00094,MildDemented,92.44226074,77.82613808,2.780454714,0.080093384,156.762085,FALSE,https://drive.google.com/uc?export=view&id=19dMn2pZWuVELMYXbIMxJlvh1cV218vTN
Mild_D_00095,MildDemented,72.11231995,80.80981707,3.003529708,0.085693359,136.1555786,FALSE,https://drive.google.com/uc?export=view&id=1jFH0EH7Qj9tuufZMfvbl4chR9l7bp0jc
Mild_D_00096,MildDemented,84.94932556,55.91177403,2.59018179,0.046066284,142.7516479,FALSE,https://drive.google.com/uc?export=view&id=1aF5DZ3tUxcKHIzhV9fRtw3EOexAHxpoL
Mild_D_00097,MildDemented,78.22750854,82.23272077,3.203267576,0.080245972,152.682373,FALSE,https://drive.google.com/uc?export=view&id=1vBEBowEPWUDNEDHJsruA2EIVxOjGoRQS
Mild_D_00098,MildDemented,90.12057495,90.15846097,2.903435863,0.089324951,164.3319092,FALSE,https://drive.google.com/uc?export=view&id=1op8GEszT8yXg2rYAX8OrHElaFxs0Y3o2
Mild_D_00099,MildDemented,80.51078796,68.96296343,3.166546625,0.078445435,137.7666626,FALSE,https://drive.google.com/uc?export=view&id=1mnhq_mMmINYmInLniJ_XV4KHDUlV0pAS
Mild_D_00100,MildDemented,73.5824585,93.88234363,2.786632163,0.090881348,154.2027588,FALSE,https://drive.google.com/uc?export=view&id=1C5xW4_x_6OLne2kQhez9U3Us03KDwQYa
Mild_D_00101,MildDemented,67.41932678,60.04390756,3.266875276,0.066131592,120.9589233,FALSE,https://drive.google.com/uc?export=view&id=1tb2tKd8u1VSdlVXJuEyfu1vlaZkgZgQe
Mild_D_00102,MildDemented,29.4523468,35.75148897,2.702466903,0.051620483,57.06140137,FALSE,https://drive.google.com/uc?export=view&id=1N9mCd2HZx-gk9o5_JZHlh9EKNGpspj8r
Mild_D_00103,MildDemented,59.52774048,62.01724466,3.03952725,0.082885742,113.0317993,FALSE,https://drive.google.com/uc?export=view&id=1uj1ONQxA7I8b10S0YsVnaAHRWvo6rjVP
Mild_D_00104,MildDemented,69.49511719,85.55093263,2.925866847,0.081802368,149.1450806,FALSE,https://drive.google.com/uc?export=view&id=1Y46hZZcSO6roNr7h-azUiROykG1Ql6Oa
Mild_D_00105,MildDemented,59.8480072,71.76930822,2.929435813,0.078781128,126.0366821,FALSE,https://drive.google.com/uc?export=view&id=10TX19PvXR-wlE929qZsn19DgZn8cunV9
Mild_D_00106,MildDemented,114.2535706,69.62451436,2.987600418,0.0884552,177.3573608,FALSE,https://drive.google.com/uc?export=view&id=1ozefQptuUEP5ozjqBRvr0b-Zn91nCf8B
Mild_D_00107,MildDemented,67.76948547,67.25640982,3.224002124,0.058837891,122.276062,FALSE,https://drive.google.com/uc?export=view&id=1MAwgU9oHdB7_KW6yNLzY_qd-dhqRyOLo
Mild_D_00108,MildDemented,83.52572632,83.15353483,2.98006182,0.094100952,151.1218872,FALSE,https://drive.google.com/uc?export=view&id=1UFT-RGBhf0AOxSZWiGKEJWkDvJtns4Hr
Mild_D_00109,MildDemented,67.57260132,80.83084062,2.495053377,0.054260254,170.776062,FALSE,https://drive.google.com/uc?export=view&id=12TnXQG8Y-iFs0B-V8NQVuAA0GUKtX80J
Mild_D_00110,MildDemented,43.16087341,53.16395471,2.552958125,0.053085327,99.39306641,FALSE,https://drive.google.com/uc?export=view&id=12X3dR6CkbVsiaU2VNNw491HQkGM4-fLU
Mild_D_00111,MildDemented,83.28689575,82.32112639,2.655923369,0.065246582,158.9489136,FALSE,https://drive.google.com/uc?export=view&id=1wY-TXxuZs68qH-04bU8pICKlT1X9Bj2w
Mild_D_00112,MildDemented,72.47386169,83.09861736,3.027162671,0.088241577,149.0162964,FALSE,https://drive.google.com/uc?export=view&id=1lXnHof83kG6YUNrYEM5y0SifvWm6sGlM
Mild_D_00113,MildDemented,58.47512817,58.85092798,3.127904888,0.065490723,105.682373,FALSE,https://drive.google.com/uc?export=view&id=126dEzLm-0xvt5y2oorTv0dxl98Q8EyAz
Mild_D_00114,MildDemented,37.81694031,51.76605283,2.546994693,0.072479248,88.54699707,FALSE,https://drive.google.com/uc?export=view&id=1PEIC4N7PpLc0W8Sr_Wt5gNBrIaLyFbfQ
Mild_D_00115,MildDemented,51.16223145,66.40718096,2.793683184,0.068344116,114.1657104,FALSE,https://drive.google.com/uc?export=view&id=1M5s5yDmBisUwME57RTWndobieWN2soK5
Mild_D_00116,MildDemented,110.3414307,71.16836445,2.975359021,0.071960449,182.5220947,FALSE,https://drive.google.com/uc?export=view&id=1yMBk1wer0I83VrXb4HU7IAO-onnVLABt
Mild_D_00117,MildDemented,106.778244,83.76607568,2.873051113,0.084213257,176.4590454,FALSE,https://drive.google.com/uc?export=view&id=1zslk3nZM4V4QUQIPPPQsCOGlOrOfqvBr
Mild_D_00118,MildDemented,45.22346497,41.36156314,2.668385858,0.028747559,85.6751709,FALSE,https://drive.google.com/uc?export=view&id=1xHA2K9Vd9NpTG53Wr3DYVisHRVWApl3c
Mild_D_00119,MildDemented,64.21989441,80.51800905,2.765275937,0.0730896,144.7797852,FALSE,https://drive.google.com/uc?export=view&id=1QYRl1Q8tm_ARg00QdA14ia1xQD6GArM0
Mild_D_00120,MildDemented,62.6844635,73.10273015,2.988353041,0.079421997,120.210144,FALSE,https://drive.google.com/uc?export=view&id=1_ggCsJpaShWDVbupFIirNWLOGsjxmehn
Mild_D_00121,MildDemented,69.54194641,82.20381539,2.829384199,0.083068848,150.4198608,FALSE,https://drive.google.com/uc?export=view&id=1OyJU0hqG5-AsUw50gtT5vaMi64oWIlQR
Mild_D_00122,MildDemented,66.94787598,80.08748001,2.890436158,0.07800293,146.8693237,FALSE,https://drive.google.com/uc?export=view&id=1cEU8ZTKAxKiaYJEN3tJ_s_aY2yH396kW
Mild_D_00123,MildDemented,71.56929016,81.76246939,2.975954884,0.088348389,150.4342651,FALSE,https://drive.google.com/uc?export=view&id=1GF88iinHIrEwtOrULi2s2UVfDl-IsOTt
Mild_D_00124,MildDemented,64.36062622,81.11602056,2.54822778,0.064025879,160.2757568,FALSE,https://drive.google.com/uc?export=view&id=1C2C1J5Uixa76Ke5dWnegefe2ez5cx1XZ
Mild_D_00125,MildDemented,99.15014648,93.76793599,3.0274676,0.083602905,179.4437256,FALSE,https://drive.google.com/uc?export=view&id=17YOwrChsWDVlQpzexoRn0CJXx0bcufYl
Mild_D_00126,MildDemented,68.23059082,76.43414178,3.033134796,0.096817017,140.5270386,FALSE,https://drive.google.com/uc?export=view&id=1CLfJEuoslACoKbTVyi0_DLeZb3CrGPgW
Mild_D_00127,MildDemented,56.66888428,69.70803706,2.871309283,0.078948975,114.3521118,FALSE,https://drive.google.com/uc?export=view&id=1mU_BLOcAxyialSJnsf5ZTK6Odwb8nhik
Mild_D_00128,MildDemented,52.76467896,61.4315329,2.928852665,0.073699951,107.4302979,FALSE,https://drive.google.com/uc?export=view&id=1A4ugA_TGUsDf3vrekgbSVebGRWtBvTV3
Mild_D_00129,MildDemented,68.48754883,84.11556866,2.867223557,0.080001831,149.6610718,FALSE,https://drive.google.com/uc?export=view&id=1GsBhpy2XC5k_Mh5tXwiVh9J2E_EfyFIL
Mild_D_00130,MildDemented,52.39537048,62.91294181,2.660320032,0.057022095,123.5710449,FALSE,https://drive.google.com/uc?export=view&id=14OpAz0V6yxQ9cNkw-zy-LM4EQ6qLWRgR
Mild_D_00131,MildDemented,77.912323,90.83065853,2.974871735,0.093582153,154.8377075,FALSE,https://drive.google.com/uc?export=view&id=1gJvi7FT-cJWGy3yOZXBAAc6G0zDXB7pU
Mild_D_00132,MildDemented,74.16423035,96.53593396,2.479285232,0.074371338,185.0178223,FALSE,https://drive.google.com/uc?export=view&id=1uvLWFglFGzDnujaSgs2TfNSQz3b_6xPP
Mild_D_00133,MildDemented,66.39387512,81.74880634,2.80186915,0.074371338,147.9675903,FALSE,https://drive.google.com/uc?export=view&id=1vp2U-V03u5rZUc7l-yqEYg6unszlnUQE
Mild_D_00134,MildDemented,77.35197449,79.06730721,3.469012984,0.093917847,126.6445313,FALSE,https://drive.google.com/uc?export=view&id=1GlLmWsaW2ehle8MvnjRsdx_ztXS3ZUQB
Mild_D_00135,MildDemented,54.97108459,72.67992035,2.911564448,0.097824097,110.2192383,FALSE,https://drive.google.com/uc?export=view&id=1mF4SLo-yzioFo3tyXlCMKr2pIg-Wi44Q
Mild_D_00136,MildDemented,63.13548279,65.96427645,3.133636559,0.065048218,118.7144165,FALSE,https://drive.google.com/uc?export=view&id=1Ko7VCF-6rGwYCkvXaE5Nd3iOA4N_ZAhg
Mild_D_00137,MildDemented,53.38595581,69.44888618,2.619916488,0.073822021,125.2678223,FALSE,https://drive.google.com/uc?export=view&id=18F_gxoJMKt_xvEm1wtyk6_ymW9e8W738
Mild_D_00138,MildDemented,109.6011047,69.31985312,2.90407726,0.084091187,166.4752197,FALSE,https://drive.google.com/uc?export=view&id=1WI5N8zxFAMHTI-1xAXFSOnSzWN4-uSNI
